<p style="text-align:justify;">JavaScript có thể làm gì trong trang web?</p>	Javascript sẽ định dạng menu hiển thị màu đỏ.	Javascript sẽ định dạng menu hiển thị màu xanh.	Tạo menu xổ xuống (menu con) trong thanh menu.	Javascript sẽ định dạng menu hiển thị màu đỏ và màu xanh.	Tạo menu xổ xuống (menu con) trong thanh menu.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo menu xổ xuống (menu con) trong thanh menu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript có thể Tạo menu xổ xuống (menu con) trong thanh menu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Hãy chỉ ra đáp án đúng?</p>	HTML không giúp gì trong quá trình tạo trang web.	HTML giúp xử lý sự kiện, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp bố trí thông tin, CSS giúp xử lý sự kiện, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Phát biểu nào sau đây đúng?</p>	JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.	JavaScript được tạo ra với mục đích định dạng trang web phía server.	JavaScript được tạo ra với mục đích định dạng trang web phía Client.	JavaScript không được tạo ra với mục đích xử lý các tác vụ phía Client.	JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onclick xảy ra khi nào?</p>	Khi một đối tượng trong form mất focus.	Khi click chuột vào một đối tượng trong form.	Khi click chuột vào nút lệnh.	Khi một đối tượng trong form có focus.	Khi click chuột vào nút lệnh.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi click chuột vào nút lệnh.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onclick xảy ra khi Khi click chuột vào một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='text'&gt; dùng để làm gì?</p>	Tạo một&nbsp; textbox cho phép nhập liệu nhiều dòng.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một ô password.	Dùng để submit dữ liệu.	Tạo một ô text để nhập dữ liệu 1 dòng.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô text để nhập dữ liệu 1 dòng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='text'&gt; dùng để nhập liệu</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onchange thực hiện khi nào?</p>	Khi một đối tượng trong form mất focus.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	Khi một đối tượng trong form có focus.	Khi click chuột vào nút lệnh.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onchange xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnMouseOver thực hiện khi nào?</p>	Khi một đối tượng trong form mất focus.	Khi một đối tượng trong form có focus.	Khi di chuyển con chuột qua một đối tượng trong form.	Khi click chuột vào nút lệnh.	Khi di chuyển con chuột qua một đối tượng trong form.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnMouseOver xảy ra khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Phát biểu nào sau đây đúng?</p>	Javascript không phải ngôn ngữ lập trình.	Javascript là một trong ba kỹ thuật cơ bản để tạo nên trang web.	Javascript không dùng để xử lý trang web.	Javascript chỉ chạy phía server.	Javascript là một trong ba kỹ thuật cơ bản để tạo nên trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Javascript là một trong ba kỹ thuật cơ bản để tạo nên trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Javascript là một trong ba kỹ thuật cơ bản để tạo nên trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript đoạn mã sau cho ra kết quả gì?</p><p style="text-align:justify;">&lt;script&gt;function kiemtra(){window.open("<a href="http://google.com&quot;">http://google.com"</a>;,"Chao");}&lt;/script&gt;&lt;/head&gt;&lt;body onload ="kiemtra()"&gt;&lt;/body&gt;</p>	Khi chạy thì một trang khác&nbsp; được hiện ra.	Không chạy được vì sai.	Hiện một trang vnn duy nhất.	Khi kết thúc thì một site khác hiện ra.	Khi chạy thì một trang khác&nbsp; được hiện ra.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi chạy thì một trang khác&nbsp; được hiện ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: window.open là hàm mở một trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;textarea &gt;&lt;/textarea&gt; dùng để làm gì?</p>	Dùng để hiển thị hình ảnh.	Tạo một ô password.	Tạo một textbox cho phép nhập liệu nhiều dòng.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một textbox cho phép nhập liệu nhiều dòng.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một textbox cho phép nhập liệu nhiều dòng.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;textarea &gt;&lt;/textarea&gt; dùng để nhập nhiều dòng dữ liệu.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='Password'&gt; dùng để làm gì?</p>	Tạo một textbox cho phép nhập liệu nhiều dòng.	Dùng để hiển thị hình ảnh.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một ô password.	Tạo một ô password.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='Password'&gt; dùng để nhập password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnUnload thực hiện khi nào?</p>	Khi kết thúc một chương trình.	Khi bắt đầu chương trình chạy.	Khi click chuột.	Khi di chuyển chuột qua.	Khi kết thúc một chương trình.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi kết thúc một chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnUnload thực hiện khi kết thúc chương trình.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Khai báo css theo cách internal style bắt buộc phải khai báo như thế nào?</p>	Khái báo trong cặp thẻ &lt;js&gt;&lt;/js&gt;	Khai báo trong cặp thẻ &lt;a&gt;&lt;/a&gt;	Khai báo trong cặp thẻ &lt;img&gt;&lt;/img&gt;	Khai báo trong cặp thẻ &lt;style&gt;&lt;/style&gt;	Khai báo trong cặp thẻ &lt;style&gt;&lt;/style&gt;	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khai báo trong cặp thẻ &lt;style&gt;&lt;/style&gt;</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khi sử dụng internal style, người ta dùng &lt;style&gt;&lt;/style&gt;</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là trạng thái thường được khai báo cho liên kết (links)?</p>	a:hide	a:show	a:load	a:hover	a:hover	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a:hover</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khi sử dụng link, người ta thường dùng a:hover</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Dạng màu nào được hỗ trợ trong HTML?</p>	Màu bệt (flat color).	Màu show.	Màu gradient.	Màu line.	Màu bệt (flat color).	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Màu bệt (flat color).</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Dạng màu flat color được hỗ trợ trong HTML.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Inline style là cách sử dụng css như thế nào?</p>	Khai báo css trong trong file.	Khai báo css trong một file riêng.	Khai báo css ngay trong thẻ HTML (nội tuyến).	Không cần khai báo CSS.	Khai báo css ngay trong thẻ HTML (nội tuyến).	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khai báo css ngay trong thẻ HTML (nội tuyến).</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khai báo css ngay trong thẻ HTML là Inline style.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Chế độ Live Code sẽ hiển thị điều gì?</p>	Hiển thị gradient.	Hiển thị layer.	Hiển thị hình ảnh design.	Hiển thị mã nguồn.	Hiển thị mã nguồn.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Hiển thị mã nguồn.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Chế độ Live Code có thể hiển thị mã nguồn.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Hãy chỉ ra đáp án đúng?</p>	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng và hành động trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo ra nội dung trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo ra hành động trên các trang web.	CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: CSS là ngôn ngữ đơn giản, hoạt động kết hợp với HTML để tạo định dạng cho nội dung trên các trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: CSS dùng để tạo định dạng cho trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Một rule có thể bao gồm nhiều thành phần nào?</p>	image	Thuộc tính	Hình ảnh	Layer	Thuộc tính	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Thuộc tính</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Một rule có thể chứa nhiều thuộc tính.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là định nghĩa đúng của địa chỉ IP?</p>	Là địa chỉ của bảng.	Là địa chỉ của code.	Là địa chỉ của layer.	Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.	Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: IP Là địa chỉ dạng số được dùng để định vị và tìm kiếm các trang web và file của một số website.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.1. Giới thiệu HTML.</p>
<p style="text-align:justify;">Đâu là một tính năng của CSS?</p>	Tính bóc tách.	Tính hợp nhất.	Tính giao thừa.	Tính kế thừa.	Tính kế thừa.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tính kế thừa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Tính năng của css là kế thừa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Điều gì sẽ xảy ra khi người dùng chọn cả màu nền và hình nền cho một trang web?</p>	Không xảy ra hiện tượng gì.	Chỉ hiển thị ảnh nền.	Chỉ hiển thị màu nền.	Màu nền sẽ xuất hiện khi ảnh đang tải xuống.	Màu nền sẽ xuất hiện khi ảnh đang tải xuống.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Màu nền sẽ xuất hiện khi ảnh đang tải xuống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khi người dùng chọn cả màu nền và hình nền cho một trang web, Màu nền sẽ xuất hiện khi ảnh đang tải xuống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.1. Giới thiệu HTML.</p>
<p style="text-align:justify;">JavaScript có thể làm gì trong trang web?</p>	Javascript không thể giúp trang web tạo hiệu ứng.	Javascript định dạng trang web hiển thị trong 1 hình vuông.	Javascript định dạng trang web hiển thị trong 1 hình chữ nhật.	Tạo các hiệu ứng trong trang web như slide show, carousel, tab...	Tạo các hiệu ứng trong trang web như slide show, carousel, tab...	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo các hiệu ứng trong trang web như slide show, carousel, tab...</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript có thể Tạo các hiệu ứng trong trang web như slide show, carousel, tab...</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Hãy chỉ ra phát biểu đúng?</p>	Kiểm tra hợp lệ dữ liệu trong form.	Mỗi lệnh trong javascript kết thúc bằng dấu chấm.	Mỗi lệnh trong javascript kết thúc bằng dấu phảy.	Code JavaScript không cần đặt trong thẻ.	Kiểm tra hợp lệ dữ liệu trong form.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Kiểm tra hợp lệ dữ liệu trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Kiểm tra hợp lệ dữ liệu trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Mục đích của JavaScript là gì?</p>	JavaScript được tạo ra với mục đích tạo nên tính tương tác cho trang web.	JavaScript được tạo ra với mục đích tạo nên các thẻ cho trang web.	JavaScript được tạo ra với mục đích tạo nên định dạng và các thẻ cho trang web.	JavaScript được tạo ra với mục đích tạo nên định dạng cho trang web.	JavaScript được tạo ra với mục đích tạo nên tính tương tác cho trang web.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: JavaScript được tạo ra với mục đích tạo nên tính tương tác cho trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript được tạo ra với mục đích tạo nên tính tương tác cho trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onclick xảy ra khi nào?</p>	Khi click chuột vào nút lệnh.	Khi click chuột vào một đối tượng trong form.	Khi một đối tượng trong form có focus.	Khi một đối tượng trong form mất focus.	Khi click chuột vào nút lệnh.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi click chuột vào nút lệnh.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onclick xảy ra khi Khi click chuột vào một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Phát biểu nào sau đây đúng?</p>	JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.	JavaScript được tạo ra với mục đích định dạng trang web phía Client.	JavaScript không được tạo ra với mục đích xử lý các tác vụ phía Client.	JavaScript được tạo ra với mục đích định dạng trang web phía server.	JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: JavaScript được tạo ra với mục đích xử lý các tác vụ phía Client.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Thẻ &lt;input type='Password'&gt; dùng để làm gì?</p>	Tạo một textbox cho phép nhập liệu nhiều dòng.	Dùng để hiển thị hình ảnh.	Tạo một ô text để nhập dữ liệu 1 dòng.	Tạo một ô password.	Tạo một ô password.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo một ô password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: &lt;input type='Password'&gt; dùng để nhập password.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện OnMouseOver thực hiện khi nào?</p>	Khi một đối tượng trong form có focus.	Khi click chuột vào nút lệnh.	Khi di chuyển con chuột qua một đối tượng trong form.	Khi một đối tượng trong form mất focus.	Khi di chuyển con chuột qua một đối tượng trong form.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: OnMouseOver xảy ra khi di chuyển con chuột qua một đối tượng trong form.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Hãy chỉ ra đáp án đúng?</p>	HTML giúp bố trí thông tin, CSS giúp xử lý sự kiện, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML giúp xử lý sự kiện, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	HTML không giúp gì trong quá trình tạo trang web.	HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: HTML giúp bố trí thông tin, CSS giúp định dạng thông tin, JavaScript giúp tính toán và tạo hành động theo tình huống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript sự kiện Onchange thực hiện khi nào?</p>	Khi click chuột vào nút lệnh.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	Khi một đối tượng trong form mất focus.	Khi một đối tượng trong form có focus.	Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Onchange xảy ra khi giá trị của một trường trong form được người dùng thay đổi.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Trong Javascript đoạn mã sau cho ra kết quả gì?</p><p style="text-align:justify;">&lt;script&gt;function kiemtra(){window.open("<a href="http://google.com&quot;">http://google.com"</a>;,"Chao");}&lt;/script&gt;&lt;/head&gt;&lt;body onload ="kiemtra()"&gt;&lt;/body&gt;</p>	Khi kết thúc thì một site khác hiện ra.	Không chạy được vì sai.	Khi chạy thì một trang khác&nbsp; được hiện ra.	Hiện một trang vnn duy nhất.	Khi chạy thì một trang khác&nbsp; được hiện ra.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Khi chạy thì một trang khác&nbsp; được hiện ra.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: window.open là hàm mở một trang web.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 2: Tương tác dữ liệu giữa Javascript và HTML, Mục 2.1. Giới thiệu Javascript.</p>
<p style="text-align:justify;">Dạng màu nào được hỗ trợ trong HTML?</p>	Màu line.	Màu gradient.	Màu bệt (flat color).	Màu show.	Màu bệt (flat color).	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Màu bệt (flat color).</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Dạng màu flat color được hỗ trợ trong HTML.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là trạng thái thường được khai báo cho liên kết (links)?</p>	a:load	a:hover	a:show	a:hide	a:hover	<p><span style="font-weight: bold;">Đáp án đúng là</span>: a:hover</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khi sử dụng link, người ta thường dùng a:hover</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Làm cách nào để gắn external stylesheet với trang web?</p>	Sử dụng Flash	Sử dụng photoshop	Sử dụng Illustrator	Sử dụng lệnh Attach Stylesheet&nbsp; bằng link rel	Sử dụng lệnh Attach Stylesheet&nbsp; bằng link rel	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Sử dụng lệnh Attach Stylesheet&nbsp; bằng link rel</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Để gắn external stylesheet, người ta dùng link rel</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Có thể khởi tạo&nbsp; một file .css (dạng external stylesheet) thông qua?</p>	Tạo 1 file css mới.	Viết trên file html cũ.	Sử dụng css trong thẻ.	Sử dụng css ở trong thẻ title.	Tạo 1 file css mới.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tạo 1 file css mới.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Sử dụng external stylesheet tức là cần tạo file css mới.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Một rule có thể bao gồm nhiều thành phần nào?</p>	Layer	Thuộc tính	Hình ảnh	image	Thuộc tính	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Thuộc tính</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Một rule có thể chứa nhiều thuộc tính.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Đâu là một tính năng của CSS?</p>	Tính kế thừa.	Tính giao thừa.	Tính hợp nhất.	Tính bóc tách.	Tính kế thừa.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Tính kế thừa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Tính năng của css là kế thừa.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.2.1. Vai trò của CSS.</p>
<p style="text-align:justify;">Điều gì sẽ xảy ra khi người dùng chọn cả màu nền và hình nền cho một trang web?</p>	Không xảy ra hiện tượng gì.	Chỉ hiển thị màu nền.	Màu nền sẽ xuất hiện khi ảnh đang tải xuống.	Chỉ hiển thị ảnh nền.	Màu nền sẽ xuất hiện khi ảnh đang tải xuống.	<p><span style="font-weight: bold;">Đáp án đúng là</span>: Màu nền sẽ xuất hiện khi ảnh đang tải xuống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Vì</span>: Khi người dùng chọn cả màu nền và hình nền cho một trang web, Màu nền sẽ xuất hiện khi ảnh đang tải xuống.</p><p style="text-align:justify;"><span style="font-weight: bold;">Tham khảo</span>: Bài 1: Xây dựng giao diện web với HTML và CSS, Mục 1.1. Giới thiệu HTML.</p>
